size lang var cont dim AUC SD	
1% English 320 20 20 0.631525919813 0.0381018291539
1% English 320 20 50 0.613116465921 0.043415465133
1% English 320 20 100 0.619718661094 0.0415780999684
1% English 320 20 200 0.625937943003 0.0414581257548
1% English 320 20 500 0.621988957295 0.0423217834405
1% English 2 50 5 0.443307631369 0.0996602443142
1% English 2 50 10 0.492220924859 0.0934361952656
1% English 2 50 20 0.462534134118 0.111819424064
1% English 2 50 50 0.445942462605 0.105184717564
1% English 2 50 100 0.502238008454 0.107380792024
1% English 2 50 200 0.463920249515 0.105628018879
1% English 2 50 500 0.456561755574 0.0993295959824
1% English 4 50 5 0.469660932571 0.103205125078
1% English 4 50 10 0.493255287247 0.10489402247
1% English 4 50 20 0.502084911064 0.11386152852
1% English 4 50 50 0.490457096476 0.105500345493
1% English 4 50 100 0.509982928245 0.101679353232
1% English 4 50 200 0.49362407315 0.113437808028
1% English 4 50 500 0.492159933126 0.111253736434
1% English 10 50 5 0.553059333307 0.0625110685136
1% English 10 50 10 0.552514563165 0.0579449407024
1% English 10 50 20 0.554374360748 0.0581217434811
1% English 10 50 50 0.549895998792 0.0588650390031
1% English 10 50 100 0.539045690724 0.0637098612647
1% English 10 50 200 0.552845365292 0.0617343441229
1% English 10 50 500 0.554014754201 0.0587730496257
1% English 19 50 5 0.450771285339 0.0823670455198
1% English 19 50 10 0.488664940828 0.0766504608936
1% English 19 50 20 0.489545940171 0.0731122075049
1% English 19 50 50 0.499857207429 0.0804054321792
1% English 19 50 100 0.474690581854 0.0804277980912
1% English 19 50 200 0.499132971729 0.0859141317298
1% English 19 50 500 0.494752218935 0.0805674945852
1% English 41 50 5 0.65228523676 0.0425810866928
1% English 41 50 10 0.660406010503 0.0415644436848
1% English 41 50 20 0.67160651598 0.038070869975
1% English 41 50 50 0.667707175035 0.0396936579342
1% English 41 50 100 0.663901498122 0.0356159330584
1% English 41 50 200 0.665731783661 0.0395470531021
1% English 41 50 500 0.669913225181 0.0418751447898
1% English 80 50 5 0.583519783931 0.0376678414423
1% English 80 50 10 0.598124411794 0.0384019282045
1% English 80 50 20 0.590557870018 0.0418228497264
1% English 80 50 50 0.59677293939 0.0416346768118
1% English 80 50 100 0.600463733343 0.0457464341323
1% English 80 50 200 0.598394747313 0.0454944213919
1% English 80 50 500 0.601615934176 0.0441238893191
1% English 160 50 5 0.625602710399 0.0572489870197
1% English 160 50 10 0.64018458067 0.0469766210985
1% English 160 50 20 0.645239579076 0.0449755036278
1% English 160 50 50 0.647967472301 0.0471990285814
1% English 160 50 100 0.652366177719 0.0415265609307
1% English 160 50 200 0.637042514631 0.0441520568399
1% English 160 50 500 0.648291544256 0.049224281418
1% English 320 50 5 0.575891045345 0.0466957470192
1% English 320 50 10 0.589818798499 0.0448285849095
1% English 320 50 20 0.589474718095 0.0500725238632
1% English 320 50 50 0.587614314092 0.0496419622209
1% English 320 50 100 0.595665708316 0.0421586556888
1% English 320 50 200 0.595692257139 0.0466878088024
1% English 320 50 500 0.587352201922 0.0477135157989
1% Japanese 2 20 5 0.556318937696 0.0797060748676
1% Japanese 2 20 10 0.572104190184 0.0879568194987
1% Japanese 2 20 20 0.533794198612 0.0817699624799
1% Japanese 2 20 50 0.508469166613 0.0786932576274
1% Japanese 2 20 100 0.502002371754 0.0802377158765
1% Japanese 2 20 200 0.507589683645 0.0773795790583
1% Japanese 2 20 500 0.499623624846 0.0728112643793
1% Japanese 4 20 5 0.444026433833 0.0732383146794
1% Japanese 4 20 10 0.450721552882 0.0573969351322
1% Japanese 4 20 20 0.435071141917 0.0667202502205
1% Japanese 4 20 50 0.476313857421 0.0636845292082
1% Japanese 4 20 100 0.486422369873 0.0748149590316
1% Japanese 4 20 200 0.485119912866 0.0720360560625
1% Japanese 4 20 500 0.487971198125 0.0649276562252
1% Japanese 8 20 5 0.445585388212 0.0582102480439
1% Japanese 8 20 10 0.438223563405 0.0532977733493
1% Japanese 8 20 20 0.459002888804 0.0544867578055
1% Japanese 8 20 50 0.466545832632 0.0596619491114
1% Japanese 8 20 100 0.458010425224 0.0604984270124
1% Japanese 8 20 200 0.475167105894 0.0451551716202
1% Japanese 8 20 500 0.472908638797 0.0568601457724
1% Japanese 13 20 5 0.528782888507 0.0545427626892
1% Japanese 13 20 10 0.530702700571 0.0619933016487
1% Japanese 13 20 20 0.541459847575 0.0485535700887
1% Japanese 13 20 50 0.573015585248 0.0540019674471
1% Japanese 13 20 100 0.577743546164 0.056334633064
1% Japanese 13 20 200 0.582956765639 0.0517664327025
1% Japanese 13 20 500 0.575528991486 0.0571758426603
1% Japanese 25 20 5 0.655915937266 0.041833334004
1% Japanese 25 20 10 0.70988788767 0.0390108768697
1% Japanese 25 20 20 0.695486658617 0.0431188409922
1% Japanese 25 20 50 0.695594805229 0.040368956666
1% Japanese 25 20 100 0.682653816104 0.0411360948991
1% Japanese 25 20 200 0.698168328079 0.0416530154773
1% Japanese 25 20 500 0.688928445894 0.0467480161268
1% Japanese 50 20 5 0.73036347809 0.0287688090664
1% Japanese 50 20 10 0.733730182212 0.0330733211057
1% Japanese 50 20 20 0.696931505796 0.0333455371096
1% Japanese 50 20 50 0.696291862975 0.0291425230568
1% Japanese 50 20 100 0.684755773898 0.0269000920708
1% Japanese 50 20 200 0.684184948278 0.0269648740192
1% Japanese 50 20 500 0.68654030864 0.0305211777778
1% Japanese 100 20 5 0.682405485748 0.0237087703728
1% Japanese 100 20 10 0.679586348544 0.029939574976
1% Japanese 100 20 20 0.666953692436 0.0311908014176
1% Japanese 100 20 50 0.650262446654 0.0299955796096
1% Japanese 100 20 100 0.649396587239 0.0341337242489
1% Japanese 100 20 200 0.656993774542 0.0313439514237
1% Japanese 100 20 500 0.655468871607 0.0303101492813
1% Japanese 200 20 5 0.638249081838 0.035898889284
1% Japanese 200 20 10 0.635279236256 0.034443560841
1% Japanese 200 20 20 0.609035496112 0.0339381065264
1% Japanese 200 20 50 0.607555059858 0.0296629353232
1% Japanese 200 20 100 0.605715818029 0.034478133767
1% Japanese 200 20 200 0.605615372313 0.031914333641
1% Japanese 200 20 500 0.606806723714 0.0320498330546
1% English 2 100 5 0.426157066652 0.095727792431
1% English 2 100 10 0.41825945085 0.0919814373661
1% English 2 100 20 0.414557705038 0.09790930272
1% English 2 100 50 0.433999665233 0.0921356279612
1% English 2 100 100 0.434215180807 0.0971472794638
1% English 2 100 200 0.428055570849 0.0974774212573
1% English 2 100 500 0.431887710497 0.0996103591516
1% English 4 100 5 0.460132946721 0.10061713891
1% English 4 100 10 0.454345213783 0.108346930999
1% English 4 100 20 0.463795054814 0.0888739810875
1% English 4 100 50 0.439810296739 0.11656979459
1% English 4 100 100 0.440203233219 0.108102423819
1% English 4 100 200 0.441944354153 0.105973722304
1% English 4 100 500 0.47172161504 0.106867954694
1% English 10 100 5 0.446774407772 0.0688092682937
1% English 10 100 10 0.457512956007 0.054931767014
1% English 10 100 20 0.456268728007 0.0540755635854
1% English 10 100 50 0.461882293435 0.0555265908441
1% English 10 100 100 0.46047108421 0.0500932406182
1% English 10 100 200 0.450916177011 0.052724412767
1% English 10 100 500 0.455225861524 0.0535624132652
1% English 19 100 5 0.355271203156 0.0974818070564
1% English 19 100 10 0.356594345825 0.0840447738913
1% English 19 100 20 0.360202169625 0.0829248992178
1% English 19 100 50 0.359455539119 0.0874088377139
1% English 19 100 100 0.376529832347 0.0876360228286
1% English 19 100 200 0.371581607495 0.0906696328316
1% English 19 100 500 0.360645956607 0.0840415597908
1% English 41 100 5 0.54995668267 0.0421115223668
1% English 41 100 10 0.548438701617 0.0409687981484
1% English 41 100 20 0.55459126694 0.0450261034789
1% English 41 100 50 0.551048729171 0.0399552260923
1% English 41 100 100 0.549642168456 0.043748089568
1% English 41 100 200 0.548137263217 0.0400549675587
1% English 41 100 500 0.542452616736 0.0450463432713
1% English 80 100 5 0.533753794602 0.0376050287977
1% English 80 100 10 0.52812191593 0.0418499643584
1% English 80 100 20 0.527452188096 0.039816130841
1% English 80 100 50 0.526847922061 0.0328473689141
1% English 80 100 100 0.528787242339 0.039356129969
1% English 80 100 200 0.534182067295 0.0417461358834
1% English 80 100 500 0.527002113827 0.0416353283941
1% English 160 100 5 0.556321535467 0.0512259443551
1% English 160 100 10 0.561622820292 0.0468623606034
1% English 160 100 20 0.553907726182 0.0515046122276
1% English 160 100 50 0.55770088355 0.0532499816208
1% English 160 100 100 0.552119861173 0.0526733640717
1% English 160 100 200 0.552986965838 0.054819015443
1% English 160 100 500 0.550843080106 0.0459260830335
1% English 320 100 5 0.485066707041 0.0404465609708
1% English 320 100 10 0.490454480665 0.0446565441911
1% English 320 100 20 0.489804292143 0.0391401936189
1% English 320 100 50 0.497129685281 0.0393482874138
1% English 320 100 100 0.489573085471 0.036720570961
1% English 320 100 200 0.493843015595 0.0414173075008
1% English 320 100 500 0.494635191492 0.0408155741597
1% Japanese 2 50 5 0.538539330087 0.0828500080408
1% Japanese 2 50 10 0.561697342996 0.0841580936449
1% Japanese 2 50 20 0.566922558479 0.0871528721828
1% Japanese 2 50 50 0.564599898167 0.0867751508939
1% Japanese 2 50 100 0.5722307868 0.0865520752159
1% Japanese 2 50 200 0.587265211901 0.0849994303544
1% Japanese 2 50 500 0.581187740398 0.0804707988233
1% Japanese 4 50 5 0.446483365291 0.0764286542964
1% Japanese 4 50 10 0.474558256541 0.0809651211852
1% Japanese 4 50 20 0.471591324713 0.0742865228397
1% Japanese 4 50 50 0.477265551405 0.0747828217308
1% Japanese 4 50 100 0.473483853438 0.0753078611573
1% Japanese 4 50 200 0.489153032031 0.0618744143103
1% Japanese 4 50 500 0.476219895743 0.0768407732257
1% Japanese 8 50 5 0.427236072201 0.0576875413879
1% Japanese 8 50 10 0.43012081777 0.0651122337345
1% Japanese 8 50 20 0.447370961981 0.0613213263952
1% Japanese 8 50 50 0.438052017393 0.0669009580944
1% Japanese 8 50 100 0.447970085342 0.0630725015602
1% Japanese 8 50 200 0.444699358978 0.0699798105769
1% Japanese 8 50 500 0.451909143294 0.0608326699823
1% Japanese 13 50 5 0.444024552511 0.0640409047511
1% Japanese 13 50 10 0.45802371386 0.0573566171452
1% Japanese 13 50 20 0.437875684815 0.0603955659376
1% Japanese 13 50 50 0.439653001806 0.0674786337163
1% Japanese 13 50 100 0.443821033543 0.0598406846511
1% Japanese 13 50 200 0.439902448414 0.0598482756532
1% Japanese 13 50 500 0.435496639327 0.0603844381828
1% Japanese 25 50 5 0.583336647552 0.0429230420291
1% Japanese 25 50 10 0.657513020807 0.0440801935069
1% Japanese 25 50 20 0.64031697116 0.0402372899456
1% Japanese 25 50 50 0.640477308183 0.0423385405019
1% Japanese 25 50 100 0.641475304476 0.0390619223099
1% Japanese 25 50 200 0.634637577422 0.040766962596
1% Japanese 25 50 500 0.641659500333 0.0431027090113
1% Japanese 50 50 5 0.652195401433 0.0367543597431
1% Japanese 50 50 10 0.602335238783 0.0340132887269
1% Japanese 50 50 20 0.60157557903 0.0314283483712
1% Japanese 50 50 50 0.603462087282 0.0337191076651
1% Japanese 50 50 100 0.599981711848 0.0322303560516
1% Japanese 50 50 200 0.595928446129 0.0345304981463
1% Japanese 50 50 500 0.604785285041 0.0370453733783
1% Japanese 100 50 5 0.646125785356 0.0327883933413
1% Japanese 100 50 10 0.643048880246 0.0287584896755
1% Japanese 100 50 20 0.638907726126 0.035541161579
1% Japanese 100 50 50 0.638357061614 0.0297372720834
1% Japanese 100 50 100 0.644284487405 0.0348764165884
1% Japanese 100 50 200 0.635222585835 0.0303464987475
1% Japanese 100 50 500 0.642343840217 0.034181807134
1% Japanese 200 50 5 0.589716980221 0.0383428486883
1% Japanese 200 50 10 0.571125909294 0.0407878477613
1% Japanese 200 50 20 0.561483249254 0.0377518552238
1% Japanese 200 50 50 0.55899916079 0.0370052861298
1% Japanese 200 50 100 0.557104497907 0.0341602380606
1% Japanese 200 50 200 0.563186336389 0.0341357523051
1% Japanese 200 50 500 0.562272484742 0.0335652647433
1% English 2 200 5 0.416199398294 0.0872865762068
1% English 2 200 10 0.426506187331 0.0808051768367
1% English 2 200 20 0.441258612735 0.078477155354
1% English 2 200 50 0.429351486098 0.0787614038264
1% English 2 200 100 0.43310208947 0.0825187491253
1% English 2 200 200 0.426855176423 0.0798140817858
1% English 2 200 500 0.430249172135 0.0829614418136
1% English 4 200 5 0.429438692517 0.0916681691056
1% English 4 200 10 0.434820753515 0.0875294273184
1% English 4 200 20 0.458562127536 0.0841521488747
1% English 4 200 50 0.459583421455 0.0729210285817
1% English 4 200 100 0.428613678747 0.0900627872284
1% English 4 200 200 0.439589536695 0.0708873771467
1% English 4 200 500 0.437973532477 0.0929112669148
1% English 10 200 5 0.48557166683 0.0489518838689
1% English 10 200 10 0.485086839908 0.0507349161759
1% English 10 200 20 0.479651044107 0.0492445462025
1% English 10 200 50 0.473226674934 0.0386252952263
1% English 10 200 100 0.4827344432 0.0502420366002
1% English 10 200 200 0.484374028048 0.0494946774295
1% English 10 200 500 0.48373425482 0.0499639483797
1% English 19 200 5 0.414008259369 0.0690908257278
1% English 19 200 10 0.409541831032 0.0647919085726
1% English 19 200 20 0.41788625904 0.0734850672678
1% English 19 200 50 0.435439061473 0.0706057230498
1% English 19 200 100 0.422705456936 0.0606969756351
1% English 19 200 200 0.414511423406 0.0654695955673
1% English 19 200 500 0.407981180145 0.0708513033881
1% English 41 200 5 0.45468605451 0.0403207258604
1% English 41 200 10 0.451479312136 0.0424164485214
1% English 41 200 20 0.456137955283 0.0399433699556
1% English 41 200 50 0.450120818205 0.0387452008401
1% English 41 200 100 0.456435667209 0.0350030153592
1% English 41 200 200 0.452389471297 0.0382772163539
1% English 41 200 500 0.457043726159 0.0399993216874
1% English 80 200 5 0.523096784233 0.0389731240193
1% English 80 200 10 0.515929584143 0.0386281260276
1% English 80 200 20 0.512578764948 0.0398244198865
1% English 80 200 50 0.514827347725 0.0421154106129
1% English 80 200 100 0.520032679474 0.0376967195783
1% English 80 200 200 0.521448318575 0.0391381390571
1% English 80 200 500 0.518009456906 0.0363802781058
1% English 160 200 5 0.349767932673 0.0498547540962
1% English 160 200 10 0.350686964736 0.05906533453
1% English 160 200 20 0.349732127112 0.0560521964444
1% English 160 200 50 0.35348276524 0.0557734094364
1% English 160 200 100 0.349384419221 0.0534645108313
1% English 160 200 200 0.353755072379 0.0526220576661
1% English 160 200 500 0.351081439528 0.0534114593604
1% English 320 200 5 0.460508799497 0.0432398613825
1% English 320 200 10 0.454952881833 0.0414586770378
1% English 320 200 20 0.458783892765 0.0521074077437
1% English 320 200 50 0.462874964035 0.0420736498259
1% English 320 200 100 0.458041941145 0.0430920316376
1% English 320 200 200 0.452278095168 0.0425330999291
1% English 320 200 500 0.454746584727 0.0464843132976
1% Japanese 2 100 5 0.561417522974 0.094458687241
1% Japanese 2 100 10 0.563901032098 0.0778394882647
1% Japanese 2 100 20 0.556282740564 0.0910709204984
1% Japanese 2 100 50 0.559875824099 0.0814121018221
1% Japanese 2 100 100 0.562150162489 0.09588227118
1% Japanese 2 100 200 0.571962995187 0.0947962058738
1% Japanese 2 100 500 0.562876643182 0.0895968629142
1% Japanese 4 100 5 0.403457566195 0.0850373593164
1% Japanese 4 100 10 0.415987523088 0.0781814186207
1% Japanese 4 100 20 0.414511309688 0.0789603243807
1% Japanese 4 100 50 0.405382075877 0.081123647927
1% Japanese 4 100 100 0.417509500624 0.0824455017154
1% Japanese 4 100 200 0.411459413398 0.0746570115553
1% Japanese 4 100 500 0.431745192866 0.0822556965438
1% Japanese 8 100 5 0.395592097037 0.0629717263166
1% Japanese 8 100 10 0.40122634616 0.0576852172867
1% Japanese 8 100 20 0.402331679027 0.0659268709801
1% Japanese 8 100 50 0.391015510758 0.0628341395852
1% Japanese 8 100 100 0.37639702661 0.0646969564979
1% Japanese 8 100 200 0.394959981732 0.0648723681519
1% Japanese 8 100 500 0.3936832885 0.0645929840312
1% Japanese 13 100 5 0.388522863922 0.0645361818675
1% Japanese 13 100 10 0.403532276816 0.0697724270148
1% Japanese 13 100 20 0.397450024224 0.06009615137
1% Japanese 13 100 50 0.403542481489 0.0708059908312
1% Japanese 13 100 100 0.409062931502 0.0692873425896
1% Japanese 13 100 200 0.403061554856 0.0523853292905
1% Japanese 13 100 500 0.41048139787 0.0538224862317
1% Japanese 25 100 5 0.520529217057 0.0383022537746
1% Japanese 25 100 10 0.548653823381 0.0445401206053
1% Japanese 25 100 20 0.551649014235 0.041345482797
1% Japanese 25 100 50 0.55239180839 0.0454399844869
1% Japanese 25 100 100 0.550398727639 0.0412067738369
1% Japanese 25 100 200 0.553679739859 0.0410248458549
1% Japanese 25 100 500 0.551602884858 0.0466329383489
1% Japanese 50 100 5 0.591636296735 0.0345241923669
1% Japanese 50 100 10 0.590317114811 0.0370753268883
1% Japanese 50 100 20 0.588174626239 0.0394496615975
1% Japanese 50 100 50 0.591191229272 0.0365035609665
1% Japanese 50 100 100 0.592709525485 0.0337273236602
1% Japanese 50 100 200 0.586414183883 0.0357715207994
1% Japanese 50 100 500 0.586520547933 0.0348809392042
1% Japanese 100 100 5 0.569900844591 0.0410444449868
1% Japanese 100 100 10 0.576646477342 0.0363237848959
1% Japanese 100 100 20 0.578868177762 0.0343098872342
1% Japanese 100 100 50 0.578309191067 0.0427055601665
1% Japanese 100 100 100 0.572924471262 0.0391450653916
1% Japanese 100 100 200 0.567692608331 0.0362933060487
1% Japanese 100 100 500 0.580889444208 0.0395662630025
1% Japanese 200 100 5 0.541795040423 0.0357315721897
1% Japanese 200 100 10 0.5167305835 0.0392231348081
1% Japanese 200 100 20 0.520751976913 0.0359370607595
1% Japanese 200 100 50 0.528212864386 0.0370585159165
1% Japanese 200 100 100 0.512600831724 0.040569010853
1% Japanese 200 100 200 0.519087639938 0.0338192254674
1% Japanese 200 100 500 0.521444147103 0.0385625524519
1% Japanese 2 200 5 0.471082369383 0.0647801684439
1% Japanese 2 200 10 0.487943947045 0.0635506492366
1% Japanese 2 200 20 0.481129229143 0.0588286817855
1% Japanese 2 200 50 0.476343013019 0.0617975140705
1% Japanese 2 200 100 0.474294199978 0.066896177818
1% Japanese 2 200 200 0.472477352969 0.0643806006911
1% Japanese 2 200 500 0.477972364557 0.0557768500234
1% Japanese 4 200 5 0.446597545179 0.0599773045008
1% Japanese 4 200 10 0.449189612307 0.0739524317845
1% Japanese 4 200 20 0.435730942602 0.0601750494053
1% Japanese 4 200 50 0.438408893305 0.0689442991545
1% Japanese 4 200 100 0.43587411368 0.0729741601944
1% Japanese 4 200 200 0.438545743117 0.0569137584101
1% Japanese 4 200 500 0.442224620118 0.0664559094079
1% Japanese 8 200 5 0.489859288873 0.0585345207154
1% Japanese 8 200 10 0.496678181196 0.0558534442708
1% Japanese 8 200 20 0.486901122107 0.0586755065457
1% Japanese 8 200 50 0.488541649948 0.0588556462021
1% Japanese 8 200 100 0.478433630773 0.0583079056272
1% Japanese 8 200 200 0.479418364421 0.053312480344
1% Japanese 8 200 500 0.491094702849 0.0689410776514
1% Japanese 13 200 5 0.406187123934 0.0631835480811
1% Japanese 13 200 10 0.400010887023 0.0561163819637
1% Japanese 13 200 20 0.399149765639 0.0549872865931
1% Japanese 13 200 50 0.395364174737 0.0666992515096
1% Japanese 13 200 100 0.405049045821 0.06614543538
1% Japanese 13 200 200 0.399360716344 0.0601462513454
1% Japanese 13 200 500 0.410162956584 0.0627332698214
1% Japanese 25 200 5 0.509824451982 0.0448012629921
1% Japanese 25 200 10 0.517942676698 0.0398042246218
1% Japanese 25 200 20 0.509101454231 0.043468233084
1% Japanese 25 200 50 0.510758366339 0.0444166901962
1% Japanese 25 200 100 0.512813716617 0.0434025031899
1% Japanese 25 200 200 0.509380517601 0.0447539319214
1% Japanese 25 200 500 0.50646671596 0.0480336947969
1% Japanese 50 200 5 0.504529840685 0.0307610596772
1% Japanese 50 200 10 0.50022127853 0.0310590444835
1% Japanese 50 200 20 0.502950655344 0.0340003044602
1% Japanese 50 200 50 0.507822996402 0.0336938923781
1% Japanese 50 200 100 0.497578147509 0.0366321048343
1% Japanese 50 200 200 0.50538216283 0.0345769230253
1% Japanese 50 200 500 0.504069986804 0.0273141523732
1% Japanese 100 200 5 0.487887873824 0.0324566071483
1% Japanese 100 200 10 0.494651580924 0.0385903384515
1% Japanese 100 200 20 0.490411664445 0.0326605713818
1% Japanese 100 200 50 0.488918805804 0.0349003892892
1% Japanese 100 200 100 0.487235488167 0.0354411033995
1% Japanese 100 200 200 0.493892000631 0.0370592042414
1% Japanese 100 200 500 0.491367566417 0.0380155309129
1% Japanese 200 200 5 0.455425560861 0.0362766860919
1% Japanese 200 200 10 0.45511756426 0.035709895656
1% Japanese 200 200 20 0.447359183431 0.034375753871
1% Japanese 200 200 50 0.439386846313 0.035238319549
1% Japanese 200 200 100 0.444249027774 0.0382391672347
1% Japanese 200 200 200 0.454001312605 0.0299552753743
1% Japanese 200 200 500 0.442837078121 0.0389363235359
0.1% English 2 5 5 0.552690277778 0.204264561428
0.1% English 2 5 10 0.556130555556 0.17939590634
0.1% English 2 5 20 0.545876388889 0.198030721225
0.1% English 2 5 50 0.534725 0.219171365761
0.1% English 2 5 100 0.522876388889 0.171855019933
0.1% English 2 5 200 0.528059722222 0.183250674185
0.1% English 2 5 500 0.517029166667 0.214387202614
0.1% English 4 5 5 0.596336111111 0.212024011914
0.1% English 4 5 10 0.542402777778 0.132411689503
0.1% English 4 5 20 0.567383333333 0.14875433353
0.1% English 4 5 50 0.564063888889 0.117494080853
0.1% English 4 5 100 0.556880555556 0.136368372835
0.1% English 4 5 200 0.561284722222 0.132499307556
0.1% English 4 5 500 0.580361111111 0.137063006486
0.1% English 10 5 5 0.8 0.364005494464
0.1% English 10 5 10 0.8725 0.311237449546
0.1% English 10 5 20 0.8475 0.317991745176
0.1% English 10 5 50 0.8475 0.312039660941
0.1% English 10 5 100 0.835 0.343183624318
0.1% English 10 5 200 0.8375 0.316474722529
0.1% English 10 5 500 0.8925 0.296342285204
0.1% English 19 5 5 0.17 0.37563279942
0.1% English 19 5 10 0.22 0.414246303544
0.1% English 19 5 20 0.23 0.42083250825
0.1% English 19 5 50 0.31 0.462493243194
0.1% English 19 5 100 0.29 0.453762052182
0.1% English 19 5 200 0.21 0.407308237088
0.1% English 19 5 500 0.23 0.42083250825
0.1% English 41 5 5 0.733611111111 0.329845058089
0.1% English 41 5 10 0.518611111111 0.357375010526
0.1% English 41 5 20 0.506388888889 0.35838404034
0.1% English 41 5 50 0.508194444444 0.333663580618
0.1% English 41 5 100 0.542222222222 0.299883722322
0.1% English 41 5 200 0.508611111111 0.323791556749
0.1% English 41 5 500 0.517777777778 0.322019093062
0.1% English 80 5 5 0.6069125 0.123181199737
0.1% English 80 5 10 0.5979375 0.144855571929
0.1% English 80 5 20 0.596575 0.130908916331
0.1% English 80 5 50 0.6134375 0.158285479336
0.1% English 80 5 100 0.5798125 0.1498697742
0.1% English 80 5 200 0.6120125 0.141332044204
0.1% English 80 5 500 0.5817 0.168384838243
0.1% English 160 5 5 0.428633333333 0.167487265409
0.1% English 160 5 10 0.598333333333 0.242173936797
0.1% English 160 5 20 0.568983333333 0.195423513147
0.1% English 160 5 50 0.539323611111 0.216092979508
0.1% English 160 5 100 0.586284722222 0.226088531475
0.1% English 160 5 200 0.550705555556 0.234457662937
0.1% English 160 5 500 0.5442 0.238348799291
0.1% English 320 5 5 0.49875 0.149080515159
0.1% English 320 5 10 0.5603125 0.201132292829
0.1% English 320 5 20 0.5640625 0.181216322302
0.1% English 320 5 50 0.5565625 0.198760563792
0.1% English 320 5 100 0.543125 0.200476970311
0.1% English 320 5 200 0.5515625 0.184580129534
0.1% English 320 5 500 0.559375 0.179381532982
0.1% Japanese 2 5 5 0.558415752551 0.167301899436
0.1% Japanese 2 5 10 0.553697534014 0.151905584593
0.1% Japanese 2 5 20 0.537730331948 0.12979356191
0.1% Japanese 2 5 50 0.517675120465 0.140066436393
0.1% Japanese 2 5 100 0.512932369615 0.153090639784
0.1% Japanese 2 5 200 0.514416278502 0.137782383278
0.1% Japanese 2 5 500 0.499840426587 0.165392480485
0.1% Japanese 4 5 5 0.546800503118 0.179982204269
0.1% Japanese 4 5 10 0.563163208617 0.166536648944
0.1% Japanese 4 5 20 0.536792531179 0.174596953509
0.1% Japanese 4 5 50 0.539776901455 0.187890583925
0.1% Japanese 4 5 100 0.51997755417 0.161497385633
0.1% Japanese 4 5 200 0.520609771825 0.177565730662
0.1% Japanese 4 5 500 0.559033937232 0.167102344672
0.1% Japanese 8 5 5 0.522340277778 0.221029232096
0.1% Japanese 8 5 10 0.59835 0.190239143766
0.1% Japanese 8 5 20 0.559752777778 0.204627063649
0.1% Japanese 8 5 50 0.531805555556 0.226620238811
0.1% Japanese 8 5 100 0.548298611111 0.202909999106
0.1% Japanese 8 5 200 0.580143055556 0.194094198898
0.1% Japanese 8 5 500 0.597790277778 0.209780785693
0.1% Japanese 13 5 5 0.698611111111 0.162701679216
0.1% Japanese 13 5 10 0.742916666667 0.132978332381
0.1% Japanese 13 5 20 0.729027777778 0.146782558905
0.1% Japanese 13 5 50 0.730833333333 0.15095861382
0.1% Japanese 13 5 100 0.721666666667 0.136194985495
0.1% Japanese 13 5 200 0.733611111111 0.149295929922
0.1% Japanese 13 5 500 0.7075 0.151252742042
0.1% Japanese 25 5 5 0.700925925926 0.111605126051
0.1% Japanese 25 5 10 0.606790123457 0.0923639151466
0.1% Japanese 25 5 20 0.60012345679 0.0960648532401
0.1% Japanese 25 5 50 0.597592592593 0.108802123126
0.1% Japanese 25 5 100 0.608456790123 0.105688152224
0.1% Japanese 25 5 200 0.605864197531 0.105077521988
0.1% Japanese 25 5 500 0.584074074074 0.102509214236
0.1% Japanese 50 5 5 0.646792474959 0.0976287531467
0.1% Japanese 50 5 10 0.603861629442 0.0980301743583
0.1% Japanese 50 5 20 0.578926669644 0.0984858254788
0.1% Japanese 50 5 50 0.582071645852 0.0834557784925
0.1% Japanese 50 5 100 0.578122671084 0.0946123285843
0.1% Japanese 50 5 200 0.587051083698 0.0867427282737
0.1% Japanese 50 5 500 0.575752744695 0.090618348648
0.1% Japanese 100 5 5 0.702001133787 0.10240386584
0.1% Japanese 100 5 10 0.683157596372 0.114310768875
0.1% Japanese 100 5 20 0.63891723356 0.108537645768
0.1% Japanese 100 5 50 0.651003401361 0.09846829949
0.1% Japanese 100 5 100 0.636357709751 0.0991607301575
0.1% Japanese 100 5 200 0.651720521542 0.0974506520203
0.1% Japanese 100 5 500 0.648378684807 0.101381447684
0.1% Japanese 200 5 5 0.605277777778 0.144005939212
0.1% Japanese 200 5 10 0.515376984127 0.15881936054
0.1% Japanese 200 5 20 0.520943877551 0.166538796138
0.1% Japanese 200 5 50 0.502939342404 0.173549288613
0.1% Japanese 200 5 100 0.513013038549 0.168239050804
0.1% Japanese 200 5 200 0.546278344671 0.169431911516
0.1% Japanese 200 5 500 0.546306689342 0.18263091574
0.1% English 2 10 5 0.3705375 0.203772097619
0.1% English 2 10 10 0.361313888889 0.191516641587
0.1% English 2 10 20 0.367901388889 0.197537681879
0.1% English 2 10 50 0.365175 0.175192389419
0.1% English 2 10 100 0.405413888889 0.201670763446
0.1% English 2 10 200 0.390316666667 0.181293170763
0.1% English 2 10 500 0.399909722222 0.167500527886
0.1% English 4 10 5 0.456483333333 0.222662606937
0.1% English 4 10 10 0.465136111111 0.194454615786
0.1% English 4 10 20 0.443323611111 0.237095633879
0.1% English 4 10 50 0.453541666667 0.240202892553
0.1% English 4 10 100 0.493020833333 0.222657719429
0.1% English 4 10 200 0.495241666667 0.232217820948
0.1% English 4 10 500 0.44375 0.22970160629
0.1% English 10 10 5 0.23 0.295127091267
0.1% English 10 10 10 0.22 0.240520269416
